id,site_id,site_name,description,tr_description,de_description,en_description
127,127,Bagcesme Hoyuk ,"The tell lies 1 km north of the village Suleymanli in the district of Akhisar on the east side of a valley. So far, no excavations have been made. Engin Akdeniz reports that parts of tell are destroyed. The remainder is 170 x 160 m in size and 3 m high. Early Bronze Age ceramics dominates the surface finds, but Late Bronze Age pieces Are also present.","Akhisar ilcesine bagli Suleymanli koyunun 1 km kuzeyinde, bir vadinin dogu yakasinda yer almaktadir. Simdiye kadar herhangi bir kazi yapilmamistir. Engin Akdeniz, tell'in bazi bolumlerinin tahrip oldugunu bildirmektedir. Kalan kisim 170 x 160 m boyutlarinda ve 3 m yuksekligindedir. Yuzey buluntularinda Erken Tunc Cagi seramikleri hakimdir, ancak Gec Tunc Cagi parcalari da mevcuttur.","Der Tell liegt 1 km nordlich des Dorfes Suleymanli im Bezirk Akhisar an der Ostseite eines Tals. Bislang wurden keine Ausgrabungen vorgenommen. Engin Akdeniz berichtet, dass Teile des Tells zerstort sind. Der Rest ist 170 x 160 m groﬂ und 3 m hoch. Bei den Oberflachenfunden uberwiegt Keramik aus der fruhen Bronzezeit, aber auch Stucke aus der spaten Bronzezeit sind vorhanden.",
128,128,Degirmentepe (Suleymanli) ,"The tell is located 4 km north-east from the village Suleymanli in the district of Akhisar. So far, no excavations have been made. It is 250 x 200 m large and 11 m high. Early Bronze Age pottery was predominantly found on the surface, similar to Bagcesme Hoyuk. In addition, Middle and Late Bronze Age specimens are also present. Pottery from the 2 nd mill. BCE is dominated by buff Gold Wash Ware.","Tell, Akhisar ilcesine bagli Suleymanli koyunun 4 km kuzeydogusunda yer almaktadir. Simdiye kadar herhangi bir kazi yapilmamistir. Bu 250 x 200 m genisliginde ve 11 m yuksekliginde. Erken Tunc Cagi canak comlegi Bagcesme Hoyuk'te oldugu gibi agirlikli olarak yuzeyde bulunmustur. Ayrica, Orta ve Gec Tunc Cagi ornekleri de mevcuttur. 2'den canak comlekler nd degirmen. BCE'ye devetuyu Altin Yikama Mallari hakimdir.","Der Tell befindet sich 4 km nordostlich des Dorfes Suleymanli im Bezirk Akhisar. Bisher wurden noch keine Ausgrabungen vorgenommen. Er ist 250 x 200 m groﬂ und 11 m hoch. Keramik aus der fruhen Bronzezeit wurde uberwiegend an der Oberflache gefunden, ahnlich wie in Bagcesme Hoyuk. Daruber hinaus sind auch Exemplare aus der mittleren und spaten Bronzezeit vorhanden. Keramik aus dem 2 nd Jahrtausend. BCE wird von buff Gold Wash Ware dominiert.",
129,129,Arpali 1 Hoyuk ,"The tell settlement is supposed to be located between the villages Lutfiye and Nuriye in the district of Saruhanli. The road between these villages cuts right through it. So far, no excavations have been made. The settlement is about 100 x 80 m in size and about 3m high. Surface finds date to the Chalcolithic, Early Bronze Age and Middle Bronze Age.","Hoyuk yerlesiminin Saruhanli ilcesine bagli Lutfiye ve Nuriye koyleri arasinda yer aldigi dusunulmektedir. Bu koyler arasindaki yol tam icinden gecmektedir. Simdiye kadar herhangi bir kazi yapilmamistir. Yerlesim yaklasik 100 x 80 m boyutlarinda ve yaklasik 3 m yuksekligindedir. Yuzey buluntulari Kalkolitik, Ilk Tunc Cagi ve Orta Tunc Cagi'na tarihlenmektedir.","Die Tellsiedlung soll sich zwischen den Dorfern Lutfiye und Nuriye im Bezirk Saruhanli befinden. Die Straﬂe zwischen diesen Dorfern fuhrt genau durch sie hindurch. Bisher wurden noch keine Ausgrabungen vorgenommen. Die Siedlung ist etwa 100 x 80 m groﬂ und etwa 3 m hoch. Die Oberflachenfunde stammen aus dem Chalkolithikum, der fruhen Bronzezeit und der mittleren Bronzezeit.",
130,130,Bedeller (Orentepe) Hoyuk ,"The place called Orentepe is a settlement that rests on a natural knoll, located 3 km northeast of the village Bedeller in the district of Saruhanli. So far, no excavations have been made. The settlement is about 80 m in diameter and 8 m high. Engin Akdeniz noticed ceramics from the Early, Middle and Late Bronze Age.","Orentepe olarak adlandirilan yer, Saruhanli ilcesine bagli Bedeller koyunun 3 km kuzeydogusunda yer alan dogal bir tepecik uzerinde kurulu bir yerlesimdir. Simdiye kadar herhangi bir kazi yapilmamistir. Yerlesim yaklasik 80 m capinda ve 8 m yuksekligindedir. Engin Akdeniz Erken, Orta ve Gec Tunc Cagi'na ait seramikleri fark etmistir.","Der Ort Orentepe ist eine Siedlung, die auf einer naturlichen Anhohe liegt, 3 km nordostlich des Dorfes Bedeller im Bezirk Saruhanli. Bislang wurden keine Ausgrabungen vorgenommen. Die Siedlung hat einen Durchmesser von etwa 80 m und ist 8 m hoch. Engin Akdeniz bemerkte Keramik aus der fruhen, mittleren und spaten Bronzezeit.",
131,131,Kayislar Hoyuk ,"The tell lies northeast of the village Kayislar in the district of Saruhanli. So far, no excavations have been made. Today, the tell is completely flattened through intensive farming. It is, however, still distinct in aerial photos that are a few years old. David French described the site as 80 x 50 m in size and 3-4 m high - this was in the 1960s. The earliest ceramic finds date back to the late Chalcolithic period. Some surface finds date to Troy I. Gray Silver Wash Ware from the 2 nd mill. BCE was also found. The site was probably continuously inhabited in the Early, Middle and Late Bronze Age.","Tell, Saruhanli ilcesine bagli Kayislar koyunun kuzeydogusunda yer almaktadir. Simdiye kadar herhangi bir kazi yapilmamistir. Gunumuzde yogun tarim nedeniyle tamamen duzlesmistir. Ancak birkac yil oncesine ait hava fotograflarinda hala secilebilmektedir. David French alani 80 x 50 m boyutlarinda ve 3-4 m yuksekliginde olarak tanimlamistir - bu 1960'larda olmustur. En erken seramik buluntular gec Kalkolitik doneme kadar uzanmaktadir. Bazi yuzey buluntulari Troya I'e tarihlenmektedir. 2'den Gri Gumus Yikama Mallar nd mil. M.O. de bulunmustur. Alan muhtemelen Erken, Orta ve Gec Tunc Cagi'nda surekli olarak iskan edilmistir.","Der Tell liegt nordostlich des Dorfes Kayislar im Bezirk Saruhanli. Bislang wurden keine Ausgrabungen vorgenommen. Heute ist der Tell durch intensive Landwirtschaft vollig eingeebnet. Auf Luftaufnahmen, die ein paar Jahre alt sind, ist er jedoch noch deutlich zu erkennen. David French beschrieb die Statte als 80 x 50 m groﬂ und 3-4 m hoch - das war in den 1960er Jahren. Die fruhesten Keramikfunde stammen aus der spaten Chalkolithischen Periode. Einige Oberflachenfunde datieren auf Troy I. Gray Silver Wash Ware aus dem 2 nd Jahrtausend. BCE wurde ebenfalls gefunden. Die Statte war wahrscheinlich in der fruhen, mittleren und spaten Bronzezeit kontinuierlich bewohnt.",
132,132,Baklatepe Hoyuk (Egrikoy) ,"The tell is located 4 km south-southeast of the village Ucpinar in the plain of the river Gediz. So far, no excavations have been made. As it appears in aerial photos, the settlement is about 360 x 320 m in size. It is 7 meters high. Surface finds indicate that the place was occupied during the Early, Middle and Late Bronze Age.","Tell, Ucpinar koyunun 4 km guney-guneydogusunda, Gediz nehrinin ovasinda yer almaktadir. Simdiye kadar herhangi bir kazi yapilmamistir. Hava fotograflarinda goruldugu gibi, yerlesim yaklasik 360 x 320 m boyutlarindadir. Yuksekligi 7 metredir. Yuzey buluntulari buranin Erken, Orta ve Gec Tunc Cagi'nda iskan edildigini gostermektedir.","Der Tell befindet sich 4 km sud-sudostlich des Dorfes Ucpinar in der Ebene des Flusses Gediz. Bisher wurden noch keine Ausgrabungen vorgenommen. Die Siedlung, wie sie auf Luftaufnahmen zu sehen ist, ist etwa 360 x 320 m groﬂ. Sie ist 7 Meter hoch. Oberflachenfunde deuten darauf hin, dass der Ort wahrend der fruhen, mittleren und spaten Bronzezeit bewohnt war.",
133,133,Asartepe (Urganli) Hoyuk ,"The tell is right next to the river Gediz about 3.5 km north of the village Urganli in the district of Turgutlu in Manisa. The mineral springs of Urganli are 1.5 km north of the site. So far, no excavations have been made. The tell is 300 x 200 m large and 15 m high. Extensive surveys revealed a few Early Bronze Age sherds. During the Middle and Late Bronze the place must have been densely occupied. In the late Byzantine period a fortress was built on the hill.","Manisa'nin Turgutlu ilcesine bagli Urganli koyunun yaklasik 3,5 km kuzeyinde, Gediz Nehri'nin hemen yanindadir. Urganli'nin maden kaynaklari, alanin 1,5 km kuzeyindedir. Simdiye kadar herhangi bir kazi yapilmamistir. Tell 300 x 200 m genisliginde ve 15 m yuksekligindedir. Kapsamli yuzey arastirmalarinda birkac Erken Tunc Cagi canak comlek parcasi bulunmustur. Orta ve Gec Tunc donemlerinde burasi yogun bir sekilde isgal edilmis olmalidir. Gec Bizans doneminde tepeye bir kale insa edilmistir.","Der Tell liegt direkt am Fluss Gediz etwa 3,5 km nordlich des Dorfes Urganli im Bezirk Turgutlu in Manisa. Die Mineralquellen von Urganli liegen 1,5 km nordlich der Statte. Bisher wurden noch keine Ausgrabungen vorgenommen. Der Tell ist 300 x 200 m groﬂ und 15 m hoch. Bei umfangreichen Untersuchungen wurden einige Scherben aus der fruhen Bronzezeit gefunden. Wahrend der Mittel- und Spatbronzezeit muss der Ort dicht besiedelt gewesen sein. In der spatbyzantinischen Zeit wurde auf dem Hugel eine Festung errichtet.",
134,134,Sogut Cayi Hoyuk ,"The tell lies 6 km south of the county town of Kula and 2.5 km east of the village Seritli. So far, no excavations have been made. According to the information provided by Engin Akdeniz, the settlement is one of the largest in this area. It extends over 300 x 200 m and is 21 m high. The surface finds indicate continuous habitation from the Late Chalcolithic to the Middle Bronze. A necropolis is located on the southern side at a distance of about 300 m from the Settlement.","Tell, Kula ilcesinin 6 km guneyinde ve Seritli koyunun 2,5 km dogusunda yer almaktadir. Simdiye kadar herhangi bir kazi yapilmamistir. Engin Akdeniz'in verdigi bilgiye gore, yerlesim bu alandaki en buyuk yerlesimlerden biridir. Yerlesim 300 x 200 m boyutlarinda ve 21 m yuksekligindedir. Yuzey buluntulari Gec Kalkolitik'ten Orta Tunc'a kadar kesintisiz bir yerlesime isaret etmektedir. Yerlesimden yaklasik 300 m uzaklikta, guney tarafinda bir nekropol yer almaktadir.","Der Tell liegt 6 km sudlich der Kreisstadt Kula und 2,5 km ostlich des Dorfes Seritli. Bisher wurden noch keine Ausgrabungen vorgenommen. Nach den Informationen von Engin Akdeniz ist die Siedlung eine der groﬂten in diesem Gebiet. Sie erstreckt sich uber 300 x 200 m und ist 21 m hoch. Die Oberflachenfunde deuten auf eine kontinuierliche Besiedlung vom Spatchalkolithikum bis zur mittleren Bronzezeit hin. Eine Nekropole befindet sich auf der sudlichen Seite in einer Entfernung von etwa 300 m von der Siedlung.",
135,135,Armutarasi Hoyuk ,"The tell is situated 3.5 km west of the village Gokceoren in the district of Kula. It is 80 x 60 m in size and 5 m high. Tobacco fields cover the surface. So far, no excavations have been made. Numerous Early Bronze Age and some Middle Bronze Age ceramics were found on the Surface.","Tell, Kula ilcesine bagli Gokceoren koyunun 3,5 km batisinda yer almaktadir. 80 x 60 m boyutlarinda ve 5 m yuksekligindedir. Yuzeyi tutun tarlalari kaplamaktadir. Simdiye kadar herhangi bir kazi yapilmamistir. Yuzeyde cok sayida Ilk Tunc Cagi ve bazi Orta Tunc Cagi seramikleri bulunmustur.","Der Tell befindet sich 3,5 km westlich des Dorfes Gokceoren im Bezirk Kula. Er ist 80 x 60 m groﬂ und 5 m hoch. Tabakfelder bedecken die Oberflache. Bisher wurden noch keine Ausgrabungen vorgenommen. Auf der Oberflache wurden zahlreiche fruhbronzezeitliche und einige mittelbronzezeitliche Keramiken gefunden.",
136,136,Ters Tepe Hoyuk ,"The tell lies 1.5 km west-southwest of the county town Selendi. It covers two hills and extends over 600 x 300 m. So far, no archaeological excavations have been made. Engin Akdeniz found Chalcolithic, Early Bronze Age and Middle Bronze Age sherds on the surface. In addition, Hellenistic and Roman pottery is present.","Ilce merkezi Selendi'nin 1,5 km bati-guneybatisinda yer almaktadir. Iki tepeyi kapsar ve 600 x 300 m'lik bir alana yayilir. Simdiye kadar herhangi bir arkeolojik kazi yapilmamistir. Engin Akdeniz yuzeyde Kalkolitik, Ilk Tunc Cagi ve Orta Tunc Cagi'na ait canak comlek parcalari bulmustur. Ayrica Helenistik ve Roma canak comlekleri de mevcuttur.","Der Tell liegt 1,5 km west-sudwestlich der Kreisstadt Selendi. Er erstreckt sich uber zwei Hugel und ist 600 x 300 m groﬂ. Bisher wurden keine archaologischen Ausgrabungen durchgefuhrt. Engin Akdeniz fand an der Oberflache Scherben aus dem Chalkolithikum, der fruhen Bronzezeit und der mittleren Bronzezeit. Auﬂerdem ist hellenistische und romische Keramik vorhanden.",
137,137,Su Deligi Tepe,"The site is located on a natural hill 2.5 km east of the village Gokceahmet in the district of Akhisar. It has a size of about 180 x 150 m. So far, no excavations have been made. Pottery can be found across the whole hill. Engin Akdeniz identified Chalcolithic and Bronze Age pottery together with Iron Age sherds.","Akhisar ilcesine bagli Gokceahmet koyunun 2,5 km dogusunda dogal bir tepe uzerinde yer almaktadir. Yaklasik 180 x 150 m boyutlarindadir. Simdiye kadar herhangi bir kazi yapilmamistir. Canak comlekler tum tepe boyunca bulunabilmektedir. Engin Akdeniz, Kalkolitik ve Tunc Cagi canak comleklerinin yani sira Demir Cagi parcalari da tespit etmistir.","Die Statte befindet sich auf einem naturlichen Hugel 2,5 km ostlich des Dorfes Gokceahmet im Bezirk Akhisar. Er hat eine Groﬂe von etwa 180 x 150 m. Bisher wurden keine Ausgrabungen vorgenommen. Topferwaren konnen auf dem gesamten Hugel gefunden werden. Engin Akdeniz identifizierte Keramik aus dem Chalkolithikum und der Bronzezeit sowie Scherben aus der Eisenzeit.",
138,138,Bozyer Ciftligi Hoyuk ,"The tell is located 1.5 km northeast of the village Alaagac in the district of Demirci. It is 300 x 250 m wide and 8 m high. So far, no excavations have been conducted. Surface finds indicate intense Late Chalcolithic habitation and traces of a Bronze Age settlement as identified by Engin Akdeniz.","Demirci ilcesine bagli Alaagac koyunun 1,5 km kuzeydogusunda yer almaktadir. 300 x 250 m genisliginde ve 8 m yuksekligindedir. Simdiye kadar herhangi bir kazi yapilmamistir. Yuzey buluntulari yogun bir Gec Kalkolitik yerlesime ve Engin Akdeniz tarafindan tespit edilen bir Tunc Cagi yerlesiminin izlerine isaret etmektedir.","Der Tell befindet sich 1,5 km nordostlich des Dorfes Alaagac im Bezirk Demirci. Er ist 300 x 250 m breit und 8 m hoch. Bislang wurden noch keine Ausgrabungen durchgefuhrt. Oberflachenfunde deuten auf eine intensive spatchalkolithische Besiedlung und Spuren einer bronzezeitlichen Siedlung hin, die von Engin Akdeniz identifiziert wurden.",
139,139,"Goztepe, Kusadasi ","The Bronze Age citadel is situated on a natural hill southwest of the village Camlik, at the intersection of the road between Selcuk-Aydin and Camlik-Kusadasi. According to Recep Meric, the citadel was surrounded by a ring of walls consisting of small to medium-sized natural.","Tunc Cagi kalesi, Camlik koyunun guneybatisinda, Selcuk-Aydin ve Camlik-Kusadasi arasindaki yolun kesistigi noktada, dogal bir tepe uzerinde yer almaktadir. Recep Meric'e gore kale, kucuk ve orta buyuklukte dogal surlardan olusan bir duvar halkasiyla cevriliydi.","Die bronzezeitliche Zitadelle befindet sich auf einem naturlichen Hugel sudwestlich des Dorfes Camlik, an der Kreuzung der Straﬂe zwischen Selcuk-Aydin und Camlik-Kusadasi. Laut Recep Meric war die Zitadelle von einem Mauerring umgeben, der aus kleinen bis mittelgroﬂen naturlichen.",
140,140,Ilicatepe,"The site is situated near the coast on a natural hill about 4 km south of Kusadasi, on the western side of the street from Kusadasi just before the turnoff to Davutlar. No settlement remains have been identified; it was probably just a fortification. The remaining wall is said to be Cyclopean in character with remains standing up to 5 meters high. It stretches mainly along the east side of the hilltop and follows the contours. According to Recep Meric, two opening on the west side are visible.","Kusadasi'nin yaklasik 4 km guneyinde, Davutlar sapagindan hemen once Kusadasi'ndan gelen caddenin bati tarafinda, kiyiya yakin dogal bir tepe uzerinde yer almaktadir. Herhangi bir yerlesim kalintisi tespit edilememistir; muhtemelen sadece bir tahkimatti. Kalan duvarin Kiklopik karakterde oldugu ve kalintilarin 5 metre yukseklige kadar ciktigi soylenmektedir. Cogunlukla tepenin dogu tarafi boyunca uzanmakta ve dis hatlari takip etmektedir. Recep Meric'e gore bati tarafinda iki aciklik gorulebilmektedir.","Die Statte befindet sich in Kustennahe auf einem naturlichen Hugel etwa 4 km sudlich von Kusadasi, auf der westlichen Seite der Straﬂe von Kusadasi kurz vor der Abzweigung nach Davutlar. Es wurden keine Siedlungsreste identifiziert; wahrscheinlich war es nur eine Befestigungsanlage. Die verbleibende Mauer soll einen zyklopischen Charakter haben, mit bis zu 5 Meter hohen Uberresten. Sie erstreckt sich hauptsachlich entlang der Ostseite der Hugelkuppe und folgt den Konturen. Laut Recep Meric sind zwei Offnungen auf der Westseite zu sehen.",
